ticker,fiscal_quarter_end,announcement_date,eps_beat,price_1m_before,price_3m_before,price_change_1m_pct,price_change_3m_pct,eps_estimate_average,eps_estimate_high,eps_estimate_low,eps_estimate_analyst_count,eps_estimate_average_7_days_ago,eps_estimate_average_30_days_ago,eps_estimate_average_60_days_ago,eps_estimate_average_90_days_ago,eps_estimate_revision_up_trailing_7_days,eps_estimate_revision_down_trailing_7_days,eps_estimate_revision_up_trailing_30_days,eps_estimate_revision_down_trailing_30_days,revenue_estimate_average,revenue_estimate_high,revenue_estimate_low,revenue_estimate_analyst_count,elo_before,elo_decay,elo_momentum,elo_vol_4q,total_revenue_yoy_growth_lag1,total_revenue_qoq_growth_lag1,total_revenue_ttm_yoy_growth_lag1,actual_eps_yoy_growth_lag1,actual_eps_qoq_growth_lag1,ebitda_yoy_growth_lag1,operating_income_yoy_growth_lag1,gross_margin_yoy_change_lag1,operating_margin_yoy_change_lag1,stock_price_pre,stock_price_post,atm_strike_pre,atm_call_mid_pre,atm_put_mid_pre,straddle_price_pre,straddle_pct_pre,iv_call_pre,iv_put_pre,iv_avg_pre,iv_avg_post,iv_crush_pct,iv_term_slope,atm_open_interest_pre,atm_volume_pre,chain_pc_volume_ratio,dte_pre,actual_move_pct,crush_profitable,crush_pnl_pct,spy_join_date,spy_spot,spy_spy_close,spy_atm_iv_30d,spy_atm_iv_60d,spy_atm_iv_90d,spy_term_slope_30_60,spy_term_slope_30_90,spy_backwardation_flag,spy_iv_25d_put,spy_iv_25d_call,spy_risk_reversal_25d,spy_butterfly_25d,spy_iv_rank_30d,spy_iv_rank_252d,spy_iv_percentile_252d,spy_rv_5d,spy_rv_21d,spy_vrp_30d,spy_vol_expansion,spy_pc_ratio,spy_pc_ratio_z_20d,spy_voi_ratio,spy_voi_ratio_z_20d,spy_spy_ret_5d,spy_spy_ret_21d,spy_spy_dd_from_60d_high,spy_spy_above_200d_ma,spy_vix_close,spy_vix3m_close,spy_vix_minus_atm_iv_30d
JNJ,2023-12-31,2024-01-23,1.0,155.46,151.57,2.8,5.44,2.28,9.95,9.88,18.0,9.91,8.99,10.09,10.09,1.0,0.0,2.0,1.0,16483800000.0,85114300000.0,83950000000.0,21.0,9820.0,8620.48,417.07,255.88,-10.26,-0.78,-4.15,4.31,-5.0,-9.33,6.46,1.87,4.56,162.5,160.0,162.5,2.045,1.88,3.925,2.4153846153846152,0.2978,0.27829,0.288045,0.136825,52.49874151608256,-0.12683,770,2460,0.5797548769890024,4.0,1.538461538461533,1,0.8769230769230822,2024-01-22,487.0,470.501953125,0.11244,0.117315,0.1221949999999999,0.004875,0.0097549999999999,0,0.12219,0.10268,0.01951,-5.000000000005e-06,0.3489380973947035,0.0748390263104754,0.2390438247011952,0.1232580514801624,0.1082304333300138,0.0042095666699861,1.138848359816935,1.07,-0.5966418017543619,2.1713003144784175,-0.1501883222185186,0.0142024716098907,0.0181324747004043,0.0,1,13.1899995803833,14.970000267028809,1.945999580383301
TSLA,2023-12-31,2024-01-24,0.0,252.54,205.76,-17.7,1.01,0.74,3.6,2.54,34.0,3.15,2.85,2.89,3.16,4.0,0.0,11.0,1.0,25624100000.0,99185200000.0,95059200000.0,41.0,26274.4,26254.24,-0.0,125.72,8.84,-6.33,37.94,-37.14,-27.47,-28.55,-52.17,-7.2,-9.64,213.33,182.5,212.5,5.85,9.075,14.924999999999999,6.9962030656728995,0.97095,0.9612,0.966075,0.71242,26.25624304531221,-0.48291500000000004,8987,29030,0.8563674891036093,3.0,14.451788309192338,0,-7.4555852435194385,2024-01-23,488.0,471.8741455078125,0.1033771428571428,0.112436923076923,0.117315,0.0090597802197802,0.0139378571428571,0,0.11244,0.10268,0.00976,0.0041828571428571,0.0465044216146638,0.0099741061774531,0.0239043824701195,0.1094782066580253,0.0939831961338705,0.0093939467232723,1.1648700104014715,1.12,-0.2157814644729686,2.909175133716885,0.0158708522991921,0.020908174417523,0.0354502945256856,0.0,1,12.550000190734863,14.520000457763672,2.212285905020579
GOOGL,2023-12-31,2024-01-30,1.0,139.69,126.45,8.43,19.78,1.6,6.1,5.26,48.0,5.74,5.74,5.74,5.74,1.0,0.0,8.0,1.0,88161600000.0,308324000000.0,288493000000.0,46.0,-414075.28,-414523.28,179.2,58.2,11.0,2.8,8.5,46.23,7.64,20.14,24.56,1.77,3.03,152.5,142.5,152.5,4.8,3.625,8.425,5.524590163934427,0.65876,0.64901,0.653885,0.370965,43.267547045734354,-0.36096500000000004,12253,6836,0.6522888454189104,4.0,6.5573770491803245,0,-1.0327868852458977,2024-01-29,494.0,478.112548828125,0.1132525,0.1175368181818182,0.122195,0.0042843181818181,0.0089424999999999,0,0.12219,0.10268,0.01951,-0.0008175,0.3612060129825762,0.0806542727363355,0.2908366533864542,0.0569284555159034,0.0935680972477677,0.0196844027522322,0.6084173686374875,1.27,1.0100348778855956,1.3028062607064388,-0.4719683657704215,0.0161754816373802,0.030975204805973,0.0,1,13.600000381469728,15.220000267028809,2.274750381469726
MSFT,2023-12-31,2024-01-30,0.0,376.04,346.07,8.66,18.07,2.78,8.84,8.63,21.0,9.65,9.65,9.66,9.33,0.0,0.0,4.0,1.0,31178000000.0,192253000000.0,189460000000.0,49.0,2306.4,615.2,-365.87,1659.52,17.58,9.74,9.9,26.84,-2.01,38.87,32.52,1.51,4.92,410.0,397.5,410.0,9.425,9.350000000000001,18.775000000000002,4.579268292682928,0.55145,0.54169,0.54657,0.2978,45.514755658012696,-0.292675,5698,11804,0.5065829075224824,4.0,3.0487804878048808,1,1.5304878048780468,2024-01-29,494.0,478.112548828125,0.1132525,0.1175368181818182,0.122195,0.0042843181818181,0.0089424999999999,0,0.12219,0.10268,0.01951,-0.0008175,0.3612060129825762,0.0806542727363355,0.2908366533864542,0.0569284555159034,0.0935680972477677,0.0196844027522322,0.6084173686374875,1.27,1.0100348778855956,1.3028062607064388,-0.4719683657704215,0.0161754816373802,0.030975204805973,0.0,1,13.600000381469728,15.220000267028809,2.274750381469726
AAPL,2023-12-31,2024-02-01,0.0,185.64,176.65,0.66,5.78,2.11,5.82,5.49,36.0,6.06,5.7,6.07,5.38,0.0,0.0,1.0,1.0,68276100000.0,363959000000.0,343999000000.0,35.0,-48793.6,-49145.28,-597.33,999.17,2.07,46.19,-1.89,44.37,73.02,11.02,12.1,2.91,3.02,185.0,185.0,185.0,3.275,3.7,6.975,3.7702702702702697,0.64901,0.6295,0.6392549999999999,0.22463,64.86065810983096,-0.3902349999999999,10772,12998,0.7401800120437068,2.0,0.0,1,3.7702702702702697,2024-01-31,486.0,469.947265625,0.117315,0.12707,0.12707,0.009755,0.009755,0,0.13195,0.11244,0.01951,0.0048799999999999,0.4878006099695016,0.1097305048656359,0.3625498007968127,0.1504201190141764,0.1116857287357935,0.0056292712642064,1.3468159335738754,1.06,-0.6974555170639779,1.6415243494222156,-0.387722821462971,-0.0051710428834009,0.0159264976146638,-0.0170781612470504,1,14.350000381469728,15.960000038146973,2.618500381469726
AMZN,2023-12-31,2024-02-01,1.0,149.93,138.6,6.24,14.92,0.8,2.92,2.31,47.0,2.68,2.43,2.67,2.52,2.0,0.0,10.0,0.0,181450000000.0,574000000000.0,565904000000.0,47.0,-157181.6,-158527.84,664.53,243.0,12.57,6.47,10.09,452.94,44.62,83.2,343.09,2.86,5.83,155.0,172.5,155.0,5.4,5.1,10.5,6.774193548387098,1.15631,1.1368,1.146555,0.25877,77.43065095001984,-0.780465,8919,5086,0.46647016047430623,2.0,11.290322580645151,0,-4.516129032258053,2024-01-31,486.0,469.947265625,0.117315,0.12707,0.12707,0.009755,0.009755,0,0.13195,0.11244,0.01951,0.0048799999999999,0.4878006099695016,0.1097305048656359,0.3625498007968127,0.1504201190141764,0.1116857287357935,0.0056292712642064,1.3468159335738754,1.06,-0.6974555170639779,1.6415243494222156,-0.387722821462971,-0.0051710428834009,0.0159264976146638,-0.0170781612470504,1,14.350000381469728,15.960000038146973,2.618500381469726
XOM,2023-12-31,2024-02-02,1.0,103.22,107.78,-1.21,-5.39,2.19,9.61,8.44,23.0,8.49,9.2,9.26,9.31,1.0,0.0,14.0,0.0,103580500000.0,359554000000.0,311528000000.0,15.0,6079.2,5535.2,343.47,242.91,-16.85,9.62,11.93,-48.99,17.01,-41.54,-41.44,-2.29,-5.62,103.0,102.0,103.0,0.975,1.5699999999999998,2.545,2.470873786407767,0.58072,0.58072,0.58072,0.24414,57.95908527345364,-0.33658,2716,6117,0.5172156412843656,1.0,0.9708737864077666,1,1.5000000000000004,2024-02-01,493.0,476.0979309082031,0.1131321428571428,0.1182013636363636,0.12707,0.0050692207792207,0.0139378571428571,0,0.1235842857142857,0.11244,0.0111442857142857,0.00488,0.34140792960352,0.0797928494196257,0.2828685258964143,0.1780200655158496,0.116817741587399,-0.0036855987302561,1.5239129185069984,1.22,0.584446402387558,1.2254441608881923,-0.4916162798548631,0.0023973451672012,0.0350152776568846,-0.0042136896947377,1,13.880000114440918,15.5,2.5667858287266316
JPM,2024-03-31,2024-04-12,1.0,191.38,169.05,-4.49,8.13,3.85,4.11,3.56,17.0,4.21,4.28,4.28,3.83,1.0,0.0,4.0,3.0,39216000000.0,40911300000.0,37521200000.0,15.0,20792.8,20536.32,452.27,1195.85,53.6,283.62,57.34,-14.85,-29.79,29.89,33.46,-17.27,-3.93,195.0,182.5,195.0,3.55,3.125,6.675,3.4230769230769234,0.81486,0.82461,0.819735,0.253895,69.02718561486334,-0.58535,2296,6335,0.7303711578749883,1.0,6.41025641025641,0,-2.9871794871794863,2024-04-11,523.0,505.6929626464844,0.1277671428571428,0.1342714285714285,0.136825,0.0065042857142856,0.0090578571428571,0,0.15146,0.12219,0.02927,0.0090578571428571,0.7347237621069815,0.2913515476815048,0.6533864541832669,0.1252908828616006,0.0979763922556989,0.0297907506014439,1.2787864502564683,1.08,-0.6598101187782599,1.063518521961318,-0.7236019371923722,0.0096088190470886,0.0054750160448977,-0.0098820902306432,1,14.90999984741211,16.489999771118164,2.1332855616978215
JNJ,2024-03-31,2024-04-16,0.0,158.18,160.43,-8.68,-9.96,2.64,2.74,2.56,15.0,2.64,2.63,2.63,2.61,0.0,0.0,4.0,1.0,21398100000.0,21710900000.0,21105000000.0,14.0,9847.2,9112.8,-145.07,743.54,6.46,298.85,-1.52,-2.55,-13.91,10.28,4.0,-0.66,-0.61,148.0,145.0,148.0,1.94,2.215,4.154999999999999,2.807432432432432,0.33682,0.32707,0.33194500000000005,0.205115,38.20813689014748,-0.14146000000000003,359,956,0.6884318304293157,4.0,2.0270270270270285,1,0.7804054054054035,2024-04-15,508.0,492.4649658203125,0.166095,0.16447,0.161215,-0.0016249999999999,-0.0048799999999999,1,0.19048,0.1444885714285714,0.0459914285714285,0.0013892857142857,1.0,0.7244521570684853,0.9641434262948207,0.1496843384115066,0.1174308724311444,0.0486641275688555,1.2746591702218175,1.12,-0.5844785652367052,1.545971651300599,-0.0959278112634901,-0.0275097992729476,-0.0173464132222024,-0.0357817517553398,1,19.229999542236328,19.549999237060547,2.6204995422363275
TSLA,2024-03-31,2024-04-23,0.0,170.83,207.83,-15.31,-30.39,0.48,0.82,0.19,26.0,0.53,0.58,0.68,0.77,0.0,0.0,0.0,1.0,20782700000.0,24608200000.0,17624800000.0,24.0,26207.2,26281.12,-89.6,129.04,18.8,314.45,21.48,-40.34,7.58,-17.03,-34.89,-7.35,-7.57,143.33,163.33,143.0,6.45,7.3,13.75,9.593246354566384,1.15631,1.15631,1.15631,0.57584,50.20020582715708,-0.5560799999999999,320,12177,1.2299298374039218,4.0,13.953812879369277,0,-4.360566524802893,2024-04-22,503.0,487.8472595214844,0.1500657142857143,0.14658,0.146585,-0.0034857142857143,-0.0034807142857142,1,0.17097,0.13195,0.03902,0.0013942857142857,0.7472319527826904,0.5433229750998831,0.848605577689243,0.1082338071617961,0.1128974327853514,0.0371682815003628,0.95869148209577,1.22,0.0904387253653976,1.0781228283726747,-0.5886391275643681,-0.0093767204153015,-0.0430487358682216,-0.0448229566884619,1,16.940000534057617,17.6299991607666,1.9334291054861872
GOOGL,2024-03-31,2024-04-25,1.0,150.67,152.19,3.54,2.51,1.51,1.66,1.35,40.0,1.51,1.51,1.51,1.49,2.0,0.0,7.0,0.0,78591300000.0,79890000000.0,77037000000.0,35.0,-413985.68,-414312.72,388.27,296.11,8.68,300.81,7.94,56.19,5.81,15.04,12.63,1.25,0.96,160.0,172.5,160.0,4.025,4.775,8.8,5.500000000000001,0.94168,0.92217,0.931925,0.25877,72.23274405129168,-0.5951,13726,9823,0.6560597817718973,2.0,7.8125,0,-2.312499999999999,2024-04-24,507.0,493.4020690917969,0.136825,0.136825,0.141705,0.0,0.00488,0,0.17097,0.12219,0.04878,0.0097549999999999,0.5384372782464718,0.3937043464223738,0.7330677290836654,0.1341956863401745,0.1226830850850508,0.0141419149149491,1.0938401675108065,1.17,-0.2813869012510898,0.5635539110146777,-1.327794456995396,0.0097092671891432,-0.0276275567569628,-0.033946957125127,1,15.970000267028809,16.84000015258789,2.2875002670288076
MSFT,2024-03-31,2024-04-25,1.0,421.65,403.93,-5.36,-1.21,2.82,2.95,2.78,32.0,2.83,2.6,2.61,2.64,1.0,0.0,2.0,1.0,60803700000.0,62059100000.0,60274900000.0,34.0,-695.2,1002.72,-642.13,1640.51,17.58,0.0,13.87,-37.66,-50.85,38.87,32.52,1.51,4.92,410.0,407.5,410.0,9.025,9.75,18.775,4.579268292682927,0.77583,0.77583,0.77583,0.22951,70.41748836729697,-0.48291000000000006,4175,3857,0.7937942256958997,2.0,0.6097560975609762,1,3.9695121951219505,2024-04-24,507.0,493.4020690917969,0.136825,0.136825,0.141705,0.0,0.00488,0,0.17097,0.12219,0.04878,0.0097549999999999,0.5384372782464718,0.3937043464223738,0.7330677290836654,0.1341956863401745,0.1226830850850508,0.0141419149149491,1.0938401675108065,1.17,-0.2813869012510898,0.5635539110146777,-1.327794456995396,0.0097092671891432,-0.0276275567569628,-0.033946957125127,1,15.970000267028809,16.84000015258789,2.2875002670288076
XOM,2024-03-31,2024-04-26,0.0,114.97,103.0,2.6,14.52,2.2,2.58,2.0,17.0,2.22,2.2,2.06,2.1,1.0,0.0,12.0,1.0,78352300000.0,86493000000.0,59445500000.0,8.0,6728.8,5967.36,116.8,373.39,-16.05,277.89,-16.54,-27.06,9.25,-27.6,-30.56,-0.71,-2.78,121.0,120.0,121.0,1.4,1.43,2.83,2.3388429752066116,0.48316,0.6295,0.55633,0.21975,60.50006291230026,-0.346335,3774,7642,0.7165052544817638,1.0,0.8264462809917328,1,1.5123966942148788,2024-04-25,511.0,491.5276794433594,0.1319457142857143,0.1368278571428571,0.1388583333333333,0.0048821428571428,0.006912619047619,0,0.13195,0.1500657142857143,-0.0181157142857142,0.0090621428571428,0.4614951397258426,0.3385689495137013,0.6772908366533864,0.1379876720058085,0.1229735897603485,0.0089721245253657,1.122091924572744,1.21,-0.0670061162955772,0.8534634576395738,-0.8443372946463515,0.0079476169946757,-0.0295292490085234,-0.0376169048955919,1,15.369999885559082,16.3700008392334,2.1754284569876514
AMZN,2024-03-31,2024-04-30,1.0,180.38,155.2,-2.98,12.76,0.83,0.98,0.55,39.0,0.78,0.77,0.83,0.71,1.0,0.0,10.0,1.0,142497000000.0,146577000000.0,138000000000.0,44.0,-156733.6,-158017.12,552.53,207.12,11.83,301.71,11.48,300.0,6.38,57.87,200.88,3.17,4.03,180.0,180.0,180.0,7.85,6.725,14.575,8.097222222222221,0.97095,0.9612,0.966075,0.405115,58.065885153844164,-0.56584,19104,15664,0.4375888888606197,4.0,0.0,1,8.097222222222221,2024-04-29,513.0,497.9416198730469,0.13195,0.1319449999999999,0.1319449999999999,-5.000000000032756e-06,-5.000000000032756e-06,1,0.1417,0.1152257142857142,0.0264742857142857,-0.0034871428571428,0.4615627217535286,0.3386173776181445,0.7091633466135459,0.1039141119982902,0.1252031035373971,0.0067468964626028,0.8299643464289364,1.16,-0.4252358756180824,0.9848042441124726,-0.5905529024858356,0.0206916409891566,-0.024872384871474,-0.0250587762271753,1,14.670000076293944,16.0,1.475000076293945
AAPL,2024-03-31,2024-05-02,1.0,168.84,185.85,2.48,-6.9,1.5,1.55,1.41,27.0,1.4,1.51,1.51,1.45,1.0,0.0,4.0,1.0,90011200000.0,91900000000.0,87818100000.0,25.0,-50921.6,-49194.56,-627.2,980.54,2.07,0.0,0.3,-23.18,-46.79,11.02,12.1,2.91,3.02,170.0,182.5,170.0,3.125,3.625,6.75,3.9705882352941173,0.68803,0.65876,0.673395,0.21487499999999998,68.09079366493663,-0.399985,22485,10990,0.7144177285553946,2.0,7.352941176470584,0,-3.382352941176467,2024-05-01,504.0,488.4623718261719,0.136825,0.136825,0.1412983333333333,0.0,0.0044733333333333,0,0.15146,0.13195,0.01951,0.00488,0.5384372782464718,0.3937043464223738,0.7410358565737052,0.1508508749867372,0.1343934593394126,0.0024315406605873,1.1224569687261423,1.31,0.6571287406727474,1.241740125585166,-0.1250148314916217,-0.0100115049673736,-0.0356372815007053,-0.0436186019626153,1,15.390000343322754,16.56999969482422,1.707500343322753
WMT,2024-04-30,2024-05-16,1.0,59.84,170.36,6.97,-62.43,0.52,0.55,0.51,29.0,0.52,0.52,0.52,1.6,3.0,0.0,7.0,0.0,159502000000.0,161142000000.0,157591000000.0,27.0,-44866.24,-40619.2,-1538.13,2315.5,,,6.15,-64.86,-139.87,,,,,60.0,65.0,60.0,1.05,1.1749999999999998,2.2249999999999996,3.708333333333333,0.63925,0.61974,0.6294949999999999,0.136825,78.26432298906266,-0.42437499999999995,25273,12174,0.9331212253687602,2.0,8.333333333333325,0,-4.624999999999992,2024-05-15,531.0,517.1930541992188,0.1075599999999999,0.1075549999999999,0.1164,-5.000000000005e-06,0.00884,0,0.12219,0.09292,0.0292699999999999,-4.999999999991123e-06,0.0,0.0630130352314459,0.1513944223107569,0.0758850507950678,0.1204028449103075,-0.0128428449103075,0.6302596159716771,1.44,0.903341703920456,5.784256529042648,3.5645359611975973,0.0243431193461276,0.05213184286234,0.0,1,12.449999809265137,14.079999923706056,1.6939998092651385
NVDA,2024-04-30,2024-05-22,0.0,795.18,785.38,19.41,20.9,5.59,6.12,5.32,36.0,5.57,5.53,5.51,4.63,4.0,0.0,6.0,0.0,24645600000.0,26871000000.0,23660000000.0,37.0,-74481.28,-73433.86,-3946.88,5964.34,,,85.53,-325.0,-211.94,,,,,955.0,1040.0,955.0,39.0,39.575,78.575,8.227748691099476,1.1368,1.1368,1.1368,0.45389,60.07301196340605,-0.6341300000000001,2302,4520,0.7101415503014442,3.0,8.900523560209429,0,-0.6727748691099524,2024-05-21,533.0,518.7355346679688,0.10268,0.1034929166666666,0.1134807142857142,0.0008129166666666,0.0108007142857142,0,0.1207971428571428,0.09292,0.0278771428571428,0.0041785714285714,0.0,0.0078695669720327,0.0358565737051792,0.086354512169092,0.1069212091653512,-0.0042412091653512,0.8076462363565935,1.13,-0.9284166476979776,0.5405521839872385,-0.9195479796798068,0.015402367335084,0.0633154630750243,0.0,1,11.859999656677246,13.949999809265137,1.5919996566772472
JPM,2024-06-30,2024-07-12,1.0,191.53,182.79,7.0,12.12,3.83,4.24,3.63,13.0,3.8,4.28,3.79,4.12,5.0,0.0,12.0,0.0,45663900000.0,46620500000.0,43827000000.0,8.0,22397.6,21428.8,2559.47,3162.47,21.27,-71.95,49.06,8.29,46.05,9.54,8.3,-5.58,-3.12,207.5,210.0,207.5,2.965,2.925,5.89,2.83855421686747,0.68803,0.66852,0.678275,0.20024,70.47805093804136,-0.468275,2190,4329,0.8303719118510218,1.0,1.2048192771084265,1,1.6337349397590435,2024-07-11,563.0,545.0112915039062,0.1033771428571428,0.1147614285714285,0.117315,0.0113842857142857,0.0139378571428571,0,0.12219,0.10268,0.01951,0.0090578571428571,0.2353863314340843,0.0601763363955854,0.0876494023904382,0.1096558475951091,0.070587364273002,0.0327897785841408,1.5534770100071558,1.04,-0.8702271965788143,1.6087282030926693,-0.1464020075439816,0.0091029249464962,0.0422192967784624,-0.0086226134184806,1,12.920000076293944,14.670000076293944,2.5822857905796592
JNJ,2024-06-30,2024-07-17,1.0,145.95,145.74,7.28,7.44,2.7,2.75,2.61,15.0,2.5,2.52,2.71,2.56,1.0,0.0,3.0,0.0,22306500000.0,22513600000.0,21975000000.0,14.0,8650.4,9414.72,-281.07,720.41,2.34,-74.89,0.48,-17.91,-3.93,606.09,0.43,1.55,-0.55,150.0,155.0,150.0,2.615,1.54,4.155,2.7700000000000005,0.37584,0.37584,0.37584,0.209995,44.12648999574287,-0.19999,9010,3240,0.36566885208189553,3.0,3.3333333333333437,0,-0.5633333333333432,2024-07-16,571.0,553.2185668945312,0.1075599999999999,0.1159221428571428,0.1200261111111111,0.0083621428571428,0.0124661111111111,0,0.12219,0.10268,0.01951,0.004875,0.5001281065846779,0.1053085886922743,0.2270916334661354,0.1127904625867153,0.0702097273143107,0.0373502726856892,1.6064791432928045,1.08,-0.4407264652589989,0.7311172140540899,-0.7636795458994962,0.0162640449312223,0.0446719263321049,0.0,1,13.1899995803833,14.90999984741211,2.4339995803833023
GOOGL,2024-06-30,2024-07-23,1.0,179.63,159.13,1.2,14.24,1.84,2.01,1.66,38.0,1.84,1.84,1.83,1.68,3.0,0.0,10.0,0.0,84191000000.0,85476400000.0,82392400000.0,36.0,-413134.48,-414052.88,350.93,311.34,15.41,-73.8,9.73,61.54,15.24,52.11,46.26,2.0,6.68,182.5,172.5,182.5,5.325,6.0,11.325,6.205479452054794,0.74657,0.73681,0.74169,0.400235,46.0374280359719,-0.41461999999999993,2155,4617,0.5369069572506286,4.0,5.47945205479452,1,0.7260273972602738,2024-07-22,577.0,543.2191162109375,0.1249821428571428,0.122195,0.12707,-0.0027871428571428,0.0020878571428571,0,0.1417,0.11244,0.0292599999999999,0.0020878571428571,0.7959631876176535,0.29329027683581,0.6772908366533864,0.1613148535451474,0.1003786592930581,0.0246034835640846,1.607063241143562,1.13,0.3855352771820794,0.7624540898689419,-0.8528506279066228,-0.0122521502691305,0.0172567049878495,-0.0180750453473123,1,14.90999984741211,16.09000015258789,2.4117855616978225
TSLA,2024-06-30,2024-07-23,0.0,183.01,162.13,34.63,51.96,0.62,0.87,0.42,29.0,0.62,0.59,0.55,0.63,0.0,0.0,14.0,1.0,24772800000.0,28396400000.0,23350000000.0,27.0,26140.0,26301.28,-119.47,64.34,-8.69,-77.99,16.18,-47.06,-36.62,-22.51,-56.04,-1.99,-5.92,252.5,215.0,252.5,11.425,12.125,23.55,9.326732673267326,1.12705,1.10753,1.1172900000000001,0.658765,41.03903194336296,-0.5170600000000001,4412,17870,0.5917639083255295,4.0,14.851485148514854,0,-5.524752475247528,2024-07-22,577.0,543.2191162109375,0.1249821428571428,0.122195,0.12707,-0.0027871428571428,0.0020878571428571,0,0.1417,0.11244,0.0292599999999999,0.0020878571428571,0.7959631876176535,0.29329027683581,0.6772908366533864,0.1613148535451474,0.1003786592930581,0.0246034835640846,1.607063241143562,1.13,0.3855352771820794,0.7624540898689419,-0.8528506279066228,-0.0122521502691305,0.0172567049878495,-0.0180750453473123,1,14.90999984741211,16.09000015258789,2.4117855616978225
AMZN,2024-06-30,2024-08-01,1.0,200.0,186.21,-7.97,-1.15,1.03,1.16,0.78,37.0,0.94,1.02,1.02,0.94,2.0,0.0,5.0,0.0,148557000000.0,150189000000.0,146532000000.0,40.0,-156397.6,-157363.04,433.07,201.21,12.53,-75.07,11.9,216.13,-2.0,69.79,220.63,2.55,6.93,187.5,167.5,187.5,6.35,6.725,13.075,6.973333333333333,1.19534,1.17583,1.185585,0.400235,66.24156007371889,-0.7902250000000002,4958,4606,0.3946902376248534,2.0,10.666666666666668,0,-3.693333333333335,2024-07-31,572.0,539.4581909179688,0.13195,0.12707,0.1319449999999999,-0.0048799999999999,-5.000000000032756e-06,1,0.16122,0.13195,0.0292699999999999,0.014635,0.5765450708471511,0.3684721622788089,0.7649402390438247,0.1538870269139442,0.147354712344309,-0.015404712344309,1.044330544070907,1.33,2.394631506869598,1.9077244069615125,0.2931176391296535,0.0177004335986754,0.010030386105813,-0.0248733083088764,1,16.360000610351562,16.969999313354492,3.165000610351562
AAPL,2024-06-30,2024-08-01,1.0,220.27,183.38,-0.87,19.08,1.35,1.45,1.29,26.0,1.34,1.24,1.32,1.22,1.0,0.0,9.0,0.0,78096700000.0,82103900000.0,76606000000.0,25.0,-50854.4,-49496.96,-649.6,974.0,-4.31,-24.1,-0.1,0.66,31.9,-1.54,-1.48,2.32,0.88,222.5,220.0,222.5,4.4,4.625,9.025,4.056179775280899,0.69779,0.67828,0.688035,0.32219,53.17244035550517,-0.40974499999999997,7505,14021,0.6749971310900583,2.0,1.1235955056179803,1,2.932584269662919,2024-07-31,572.0,539.4581909179688,0.13195,0.12707,0.1319449999999999,-0.0048799999999999,-5.000000000032756e-06,1,0.16122,0.13195,0.0292699999999999,0.014635,0.5765450708471511,0.3684721622788089,0.7649402390438247,0.1538870269139442,0.147354712344309,-0.015404712344309,1.044330544070907,1.33,2.394631506869598,1.9077244069615125,0.2931176391296535,0.0177004335986754,0.010030386105813,-0.0248733083088764,1,16.360000610351562,16.969999313354492,3.165000610351562
XOM,2024-06-30,2024-08-02,1.0,114.76,116.0,1.85,0.76,2.01,2.2,1.87,18.0,1.86,2.2,2.35,2.46,0.0,0.0,0.0,1.0,90986800000.0,129565000000.0,63219600000.0,9.0,6348.0,6203.36,207.47,379.07,-3.87,-75.97,-16.52,-27.21,-16.94,-17.94,-30.04,-5.14,-4.63,117.0,115.0,117.0,1.355,1.4649999999999999,2.82,2.41025641025641,0.56121,0.59047,0.57584,0.400235,30.495450125034733,-0.35121,1832,2249,0.8232158485161907,1.0,1.7094017094017144,1,0.7008547008546957,2024-08-01,561.0,531.8189086914062,0.1598214285714286,0.14658,0.15146,-0.0132414285714285,-0.0083614285714285,1,0.19048,0.1403071428571428,0.0501728571428571,0.0055721428571428,1.0,0.6691997040508048,0.9243027888446216,0.1942777160600553,0.1539378438603243,0.0058835847111042,1.2620529896230934,1.06,-0.3577078700362205,2.2635956989151578,0.5283298780930681,0.0085436578101438,-0.0109289853195394,-0.0386821041152886,1,18.59000015258789,19.13999938964844,2.607857295445031
WMT,2024-07-31,2024-08-15,1.0,69.99,64.65,4.56,13.19,0.65,0.66,0.62,30.0,0.64,0.64,0.64,0.64,3.0,0.0,4.0,1.0,168533000000.0,169427000000.0,167259000000.0,27.0,-44687.04,-41405.44,-1620.27,2277.82,6.05,,5.67,-59.18,198.36,75.52,9.63,0.5,0.14,69.0,73.0,69.0,1.745,2.24,3.9850000000000003,5.77536231884058,0.94168,1.01973,0.9807049999999999,0.166095,83.06371436874494,-0.712175,2967,9160,0.7668097281831188,2.0,5.797101449275366,0,-0.021739130434785814,2024-08-14,545.0,532.543701171875,0.141705,0.136825,0.148533,-0.00488,0.0068279999999999,0,0.15146,0.12219,0.02927,-0.00488,0.2811276281170143,0.2876954688209389,0.7928286852589641,0.1530071129185833,0.2153952577744443,-0.0736902577744443,0.7103550676998095,1.08,-0.6936003526501364,0.9924088544953577,-0.5030387284388246,0.0483747702413641,-0.0373719664520909,-0.0373719664520909,1,16.190000534057617,18.450000762939453,2.019500534057615
